id,source,link,mydate,category,listname
55,"EventDV","http://www.eventdv.net/articles/readarticle.aspx?articleid=10817","11/30/05 00:00:00","Gadgets","Best Products For Videographers"
56,"Largehearted Boy","http://www.largeheartedboy.com/blog/archive/2005/12/2005s_largehear.html","12/02/05 00:00:00","Music","Favorite Albums"
57,"Family Media Guide","http://videogames.yahoo.com/newsarticle?eid=416427&page=0","12/02/05 00:00:00","Games","10 Most Violent Video Games"
58,"The Strand","http://www.thestrand.ca/media/paper404/news/2005/12/01/FilmMusic/Best-Albums.Of.2005-1116796.shtml?norewrite&sourcedomain=www.thestrand.ca","12/02/05 00:00:00","Music","Best Albums"
59,"World Fantasy Convention","http://www.worldfantasy.org/awards/","12/02/05 00:00:00","Books","World Fantasy Awards"
240,"Sports Illustrated","http://sportsillustrated.cnn.com/multimedia/photo_gallery/2005/12/19/gallery.prochamps/content.1.html","12/19/05 00:00:00","Sports","2005 Pro Champions"
2106,"New Statesman","http://www.newstatesman.com/books/2008/11/book-life-world-love-novel","11/19/08 00:00:00","Books","Books of the Year"
2107,"People","http://www.people.com/people/package/gallery/0,,20237714_20241212_20545237,00.html","11/19/08 00:00:00","People","Sexiest Men Alive"
2108,"Amazon.com","http://www.amazon.com/Best-Music-2008/b/ref=amb_link_0_1?ie=UTF8&node=284005011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=center-1&pf_rd_r=1M71YPFTB442A5ZCQZ2C&pf_rd_t=1401&pf_rd_p=462541701&pf_rd_i=1000303411","11/19/08 00:00:00","Music","Best Music"
2109,"Pitchfork","http://www.pitchforkmedia.com/article/feature/147495-column-show-no-mercy","11/19/08 00:00:00","Music","Best Metal"
2110,"Metacritic","http://www.metacritic.com/music/bests/2008.shtml","11/19/08 00:00:00","Music","Best Albums"
2111,"About.com","http://countrymusic.about.com/od/charts/a/Top20of2008.htm","11/19/08 00:00:00","Music","Top 20 Country Music Songs"
2112,"Uncut","http://www.uncut.co.uk/news/fleet_foxes/news/12440","11/19/08 00:00:00","Music","Album of the Year"
2113,"Cargo Records","http://cargorecords.blogspot.com/2008/11/cargo-staff-favourites-2008.html","11/19/08 00:00:00","Music","Best Records"
2114,"Fuse.TV","http://fuse.tv/music/best-of-2008/","11/19/08 00:00:00","Musicvideos","Best Videos"
2115,"Fact Magazine","http://www.factmagazine.co.uk/index.php?option=com_content&task=view&id=1494&Itemid=27","11/19/08 00:00:00","Music","20 Best Remixes"
2116,"InSound","http://www.insound.com/indierockbox.php?from=63581","11/19/08 00:00:00","Music","Top-Selling CDs"
2117,"Booklist","http://www.booklistonline.com/default.aspx?page=show_product&pid=3088150","11/19/08 00:00:00","Books","Top 10 Art Books"
2118,"Paste","http://www.pastemagazine.com/articles/2008/11/signs-of-life-2008-best-books-we-read-this-year.html","11/19/08 00:00:00","Books","Best Books"
2119,"New York Times","http://www.nytimes.com/slideshow/2008/11/06/books/20081109ILLUSTRATEDBOOKS_index.html","11/19/08 00:00:00","Books","Best Illustrated Children's Books"
2120,"Paste","http://www.pastemagazine.com/articles/2008/11/signs-of-life-2008-best-film.html","11/20/08 00:00:00","Film","Best Films"
2121,"Paste","http://www.pastemagazine.com/articles/2008/11/signs-of-life-2008-best-tv-shows.html","11/20/08 00:00:00","TV","Best Television"
2122,"Paste","http://www.pastemagazine.com/articles/2008/11/signs-of-life-2008-best-games.html","11/20/08 00:00:00","Games","Best Games"
2123,"Paste","http://www.pastemagazine.com/articles/2008/11/signs-of-life-2008-best-music.html","11/21/08 00:00:00","Music","Best Music"
2125,"Literary Review ","http://www.abebooks.com/blog/index.php/2008/11/21/bad-sex-award-shortlist-for-2008/","11/22/08 00:00:00","Books","Bad Sex Award Shortlist"
2126,"Rough Trade","http://www.roughtrade.com/site/content.lasso?page=albumsoftheyear08.html","11/23/08 00:00:00","Music","Albums of the Year"
2127,"NPR","http://www.npr.org/templates/story/story.php?storyId=97223384&ft=1&f=1032","11/23/08 00:00:00","Books","Best Cookbooks"
2128,"Kiplinger","http://www.kiplinger.com/magazine/archives/2008/12/best-websites-for-services-bargains-tools.html","11/23/08 00:00:00","Online","Best Financial Websites"
2129,"WATCH","http://www.toysafety.org/worstToyList_index.html","11/24/08 00:00:00","Toys","10 Worst Toys"
2130,"Multinational Monitor","http://www.multinationalmonitor.org/mm2008/112008/weissman.html","11/24/08 00:00:00","Business","10 Worst Corporations"
2131,"NPR","http://www.npr.org/templates/story/story.php?storyId=97110660&ft=1&f=1032","11/24/08 00:00:00","Books","Best Gift Books"
2132,"FoodProcessing.com","http://www.foodprocessing.com/articles/2008/FavoriteProducts.html?page=1","11/24/08 00:00:00","Food/Drink","Best New Food Products"
2133,"FoodProcessing.com","http://www.foodprocessing.com/articles/2008/FavoriteProducts.html?page=1","11/24/08 00:00:00","Food","Best New Food Products"
2134,"Oxford American Dictionary","http://blog.oup.com/2008/11/hypermiling/","11/24/08 00:00:00","Words","Word of the Year"
2135,"Planetizen","http://www.planetizen.com/books/2009","11/24/08 00:00:00","Books","Best Planning Books"
2136,"Health Magazine","http://living.health.com/2008/05/13/americas-healthiest-buys-2008-food/","11/25/08 00:00:00","Food","Healthiest Foods"
2137,"School Library Journal","http://www.schoollibraryjournal.com/article/CA6617203.html","11/25/08 00:00:00","Books","Best Books"
2138,"School Library Journal","http://www.schoollibraryjournal.com/article/CA6617202.html","11/25/08 00:00:00","Books","Best Adult Books For High School Students"
2139,"The Frisky","http://www.thefrisky.com/post/246-the-best-female-bloggers-of-2008/","11/26/08 00:00:00","Online","Best Female Bloggers"
2140,"New York Times","http://www.nytimes.com/2008/12/07/books/review/100Notable-t.htm","11/26/08 00:00:00","books","100 Notable Books"
2141,"Sports Illustrated","http://sportsillustrated.cnn.com/multimedia/photo_gallery/0811/turkey.of.the.year/content.1.html?eref=T1","11/27/08 00:00:00","sports","Turkeys Of The Year"
2142,"New York Times","http://www.nytimes.com/slideshow/2008/11/06/books/20081109ILLUSTRATEDBOOKS_index.html","11/27/08 00:00:00","books","Best Illustrated Children's Books"
2143,"CNN","http://www.cnn.com/2008/POLITICS/11/27/schneider.political.turkeys/index.html","11/27/08 00:00:00","Politics","Top 10 Political Turkeys"
2144,"Literary Review","http://www.bloomberg.com/apps/news?pid=20601088&sid=a_G4Db0hO7Z8&refer=home","11/27/08 00:00:00","Books","Bad Sex in Fiction Awards"
2145,"New York Times Magazine","http://www.nytimes.com/2008/11/23/magazine/23Favorites-t.html?ref=magazine","11/27/08 00:00:00","TV","Moments That Mattered"
2146,"Pink Tentacle","http://www.pinktentacle.com/2008/11/top-60-popular-japanese-words-phrases-of-2008/","11/28/08 00:00:00","words","Most Popular Japanese Words And Phrases"
2147,"New York Times","http://www.nytimes.com/2008/12/07/books/review/KidsNotable-t.htm","11/28/08 00:00:00","books","Notable Kids Books"
2148,"Amazon","http://www.amazon.com/gp/richpub/listmania/fullview/R2APLX5II79M1V/","11/29/08 00:00:00","Film","Top U.S. Box Office Movies"
2149,"Amazon","http://www.amazon.com/Best-2008-DVD-Blu-ray/b/ref=pe_9040_10857500?ie=UTF8&node=1234055011","11/29/08 00:00:00","DVD","Best DVDs"
2150,"Extreme Mortman","http://www.extrememortman.com/funniest-2008/top-ten-funniest-political-quotes-of-2008/","11/29/08 00:00:00","Politics","Top Ten Funniest Political Quotes"
2151,"Rolling Stone","http://www.rollingstone.com/news/coverstory/24604682/page/35","11/29/08 00:00:00","People","Hot List"
2152,"Fast Company","http://www.fastcompany.com/multimedia/slideshows/content/books-2008.html","11/29/08 00:00:00","Books","Best Business Books"
2153,"Globe and Mail","http://www.theglobeandmail.com/servlet/story/LAC.20081129.BK100S29/TPStory/Entertainment/Books","11/29/08 00:00:00","Books","100 Best Books"
2154,"Times Literary Supplement","http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/the_tls/article5236390.ece","11/29/08 00:00:00","Books","Books Of The Year"
2155,"Blender","http://stereogum.com/archives/yearend-list/blenders-top-33-of-2008_037601.html","11/29/08 00:00:00","Music","Top 33 Albums"
2156,"Q","http://stereogum.com/archives/yearend-list/qs-top-50-of-2008_038321.html","11/29/08 00:00:00","Music","Top 50 Albums"
2157,"Mojo","http://stereogum.com/archives/yearend-list/uncuts-top-20-mojos-top-50-of-2008_038561.html","11/29/08 00:00:00","Music","Top 50 Albums"
2158,"Uncut","http://stereogum.com/archives/yearend-list/uncuts-top-20-mojos-top-50-of-2008_038561.html","11/29/08 00:00:00","Music","Top 50 Albums"
2159,"Lifehacker","http://lifehacker.com/5099979/most-popular-top-10s-of-2008","11/30/08 00:00:00","miscellaneous","Most Popular Top 10 Lists"
2160,"Project Foodie","http://www.projectfoodie.com/index.php?option=com_content&task=view&id=1199&Itemid=122","11/30/08 00:00:00","Food","Best Baking Cookbooks"
2162,"Guardian Observer","http://www.guardian.co.uk/music/2008/nov/30/best-albums-of-2008","11/30/08 00:00:00","Music","Best Albums (Artists)"
2163,"Metal Edge","http://www.ilxor.com/ILX/ThreadSelectedControllerServlet?showall=true&bookmarkedmessageid=206145&boardid=41&threadid=66915","11/30/08 00:00:00","Music","Top 50 Metal Albums"
2164,"Young Adult Library Services Association","http://www.ftrf.org/ala/mgrps/divs/yalsa/teenreading/teenstopten/teenstopten.cfm","11/30/08 00:00:00","Books","Best Teen Books"
2165,"Young Adult Library Services Association","http://www.ala.org/ala/mgrps/divs/yalsa/booklistsawards/bestbooksya/08bbya.cfm","11/30/08 00:00:00","Books","Best Books for Young Adults"
2166,"National Post","http://www.nationalpost.com/arts/story.html?id=1001496","11/30/08 00:00:00","Books","Best-Value Books"
2167,"Yuppie Punk","http://www.yuppiepunk.org/2008/11/top-10-unscripted-tv-series-of-2008.html","11/30/08 00:00:00","TV","Top 10 Unscripted TV Series"
2169,"SneakMove","http://sneakmove.com/2008/12/faves-of-2008.html","12/01/08 00:00:00","Music","Favorite Songs"
2170,"ASCAP","http://www.ascap.com/press/2008/1124_holiday.aspx","12/01/08 00:00:00","Music","Top 25 Holiday Songs"
2171,"Yahoo","http://buzz.yahoo.com/yearinreview2008/","12/01/08 00:00:00","Words","Top 10 Searches"
2172,"Book Design Review","http://nytimesbooks.blogspot.com/2008/11/my-favorites-of-2008.html","12/01/08 00:00:00","Design","Favorite Books Covers"
2173,"Times UK","http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/film/article5229263.ece","12/01/08 00:00:00","Film","100 Best Films"
2174,"Largehearted Boy","http://www.largeheartedboy.com/blog/archive/2008/12/2008_largehearted.html","12/01/08 00:00:00","Music","Favorite Albums"
2175,"NPR","http://www.npr.org/templates/story/story.php?storyId=97449833&ft=1&f=1032","12/01/08 00:00:00","Books","Best Foreign Books"
2176,"Booklist","http://www.booklistonline.com/default.aspx?page=show_product&pid=3172130","12/01/08 00:00:00","Science","Top 10 Science Videos"
2177,"School Library Journal","http://www.schoollibraryjournal.com/article/CA6617203.html","12/01/08 00:00:00","Books","Best Books"
2178,"Christian Science Monitor","http://features.csmonitor.com/books/2008/12/01/best-nonfiction-books-of-2008/","12/01/08 00:00:00","Books","Best Nonfiction Books"
2179,"Epicurious","http://www.epicurious.com/articlesguides/howtocook/cookbooks/bestof2008","12/01/08 00:00:00","Food","Best Cookbooks"
2180,"Financial Times","http://blogs.ft.com/management/2008/12/01/best-business-books-of-2008/","12/01/08 00:00:00","Books","Best Business Books"
2181,"NPR","http://www.npr.org/templates/story/story.php?storyId=97449833","12/01/08 00:00:00","Books","Best Foreign Fiction"
2182,"XLR8R","http://www.xlr8r.com/news/2008/11/top-25-portishead-daedelus-foals","12/01/08 00:00:00","Music","Top 25"
2183,"About.com","http://altmusic.about.com/od/top10lists/tp/2008-debut-albums.htm","12/01/08 00:00:00","Music","10 Great Debut Albums"
2184,"Gorilla vs. Bear","http://gorillavsbear.blogspot.com/2008/12/gorilla-vs-bears-albums-of-2008.html","12/01/08 00:00:00","Music","Favorite Albums"
2185,"Ladytron (Filter)","http://www.filter-mag.com/index.php?id=17916&c=1","12/01/08 00:00:00","Music","Top 10"
2186,"Ask.com","http://about.ask.com/en/docs/2008/topqueries.shtml","12/01/08 00:00:00","Words","Top Searches"
2187,"ReadWriteWeb","http://www.readwriteweb.com/archives/top_10_semantic_web_products_2008.php","12/02/08 00:00:00","Online","Top 10 Semantic Web Products"
2188,"iTunes","http://newteevee.com/2008/12/02/ninja-tops-itunes-podcast-list-again/","12/02/08 00:00:00","Online","Top Podcasts"
2189,"Sports Illustrated","http://sportsillustrated.cnn.com/multimedia/photo_gallery/0812/nfl.record.breaking.moments.2008/content.1.html","12/03/08 00:00:00","sports","NFL Record Breaking Moments"
2190,"AOL","http://about-search.aol.com/hotsearches2008/index.html","12/03/08 00:00:00","words","Top Searches"
2543,"Entertainment Weekly (Stephen King)","http://www.ew.com/ew/gallery/0,,20162677_20164091_20244426,00.html","12/20/08 00:00:00","Books","10 Best Books"
2191,"The Angry T","http://theangryt.com/?p=1356","12/03/08 00:00:00","sports","15 Big Hits From The 2008 College Football and NFL Seasons"
2192,"Last.fm","http://www.last.fm/bestof/2008/track/10","12/03/08 00:00:00","Music","Top 10 Tracks"
2193,"Last.fm","http://www.last.fm/bestof/2008/album/10","12/03/08 00:00:00","Music","Top 10 Albums"
2194,"Last.fm","http://www.last.fm/bestof/2008/artist/10","12/03/08 00:00:00","Music","Top 10 Artists"
2195,"New York Times","http://www.nytimes.com/2008/12/14/books/review/10Best-t.html","12/03/08 00:00:00","books","10 Best Books"
2196,"Book Design Review","http://nytimesbooks.blogspot.com/2008/11/my-favorites-of-2008.html","12/03/08 00:00:00","books","Best Book Covers"
2197,"Apple","http://www.rollingstone.com/rockdaily/index.php/2008/12/02/coldplay-leona-lewis-top-itunes-2008-sales-chart/","12/03/08 00:00:00","music","Top Albums And Songs On iTunes"
2198,"Booklist","http://www.booklistonline.com/default.aspx?page=show_product&pid=2969135","12/03/08 00:00:00","Sports","Top 10 Sports Books"
2199,"Drowned In Sound","http://drownedinsound.com/news/4135904","12/03/08 00:00:00","Music","Top 8 Albums"
2200,"Yahoo Movies","http://movies.yahoo.com/feature/top-trailers-of-2008.html","12/04/08 00:00:00","Film","Top 10 Trailers"
2201,"Sports Illustrated","http://vault.sportsillustrated.cnn.com/vault/gallery/featured/GAL1148390/1/index.htm","12/04/08 00:00:00","sports","Sportsman Of The Year"
2202,"This Recording","http://thisrecording.wordpress.com/2008/12/02/in-which-we-count-down-our-top-twenty-albums-of-the-year/","12/04/08 00:00:00","Music","Top 20 Albums"
2203,"The Millions","http://www.themillionsblog.com/2008/12/year-in-reading-2008.html","12/04/08 00:00:00","Books","Year in Reading"
2204,"Kingblind","http://www.kingblind.com/2008_12_01_michiganblind_archive.html#1365219450526280097","12/04/08 00:00:00","Music","Top 15 Albums"
2205,"Pitchfork","http://www.pitchforkmedia.com/node/147701","12/04/08 00:00:00","Musicvideos","Top 40 Music Videos"
2206,"Epicurious","http://www.epicurious.com/articlesguides/blogs/editor/2008/12/epicurious-pred.html","12/04/08 00:00:00","Food","Top 10 Food Trends"
2207,"Mr. Skin","http://www.marketwatch.com/news/story/Mr-Skin-Reveals-Top-20/story.aspx?guid={824C9AA1-C007-470B-86A5-A86C78062027}","12/04/08 00:00:00","Film","Top Nude Scenes"
2208,"Booklist","http://booklistonline.com/default.aspx?page=show_product&pid=3170993","12/04/08 00:00:00","Books","Top 10 Sci-Tech Books"
2209,"Business Week","http://www.businessweek.com/magazine/content/08_50/b4112072232768.htm","12/04/08 00:00:00","Architecture","Best Business Architecture"
2210,"Brain Pickings","http://www.brainpickings.org/index.php/2008/12/02/best-album-art-2008/","12/04/08 00:00:00","Design","Best Album Art"
2211,"American Institute of Architects","http://www.aiatopten.org/hpb/","12/04/08 00:00:00","Architecture","Top Ten Green Projects"
2212,"Planetizen","http://www.planetizen.com/websites/2008","12/04/08 00:00:00","Architecture","Top 10 Websites"
2213,"Art Forum","http://artforum.com/inprint/issue=200810&id=21502","12/04/08 00:00:00","Art","Best of 2008"
2214,"National Geographic","http://news.nationalgeographic.com/news/2008/09/photogalleries/2008-best-science-photos/photo3.html","12/04/08 00:00:00","Photos","Best Science Images"
2216,"Guardian","http://www.guardian.co.uk/travel/2008/dec/04/travel-christmas-books-gifts","12/05/08 00:00:00","Travel","Travel Books of the Year"
2217,"Christian Science Monitor","http://features.csmonitor.com/books/2008/12/02/best-novels-of-2008/","12/05/08 00:00:00","Books","Best Novels"
2218,"Biomusicosophy","http://biomusicosophy.blogspot.com/2008/12/best-videos-of-2008.html","12/05/08 00:00:00","Musicvideos","Best Videos"
2219,"MTV's Subterranean","http://www.mtv.com/videos/tv-on-the-radio/292396/golden-age.jhtml#id=1600384","12/05/08 00:00:00","Musicvideos","Top 25 Videos"
2227,"Grammy Awards","http://www.grammy.com/grammy_awards/51st_show/list.aspx","12/05/08 00:00:00","Music","Grammy Award Nominations"
2220,"Daily Trojan","http://www.dailytrojan.com/lifestyle/best_of_2008_albums_that_rocked","12/05/08 00:00:00","Music","Albums That Rocked"
2221,"Fact","http://www.factmagazine.co.uk/index.php?option=com_content&task=view&id=1579&Itemid=27","12/05/08 00:00:00","Music","Top 20 Albums"
2222,"Good Reads","http://www.goodreads.com/list/show/4.Best_books_of_2008","12/05/08 00:00:00","Books","Best Books"
2223,"Exclaim!","http://www.exclaim.ca/articles/multiarticlesub.aspx?csid1=128&csid2=864&fid1=35094","12/05/08 00:00:00","Music","Best Music"
2224,"Ryan Adams (Filter)","http://www.filter-mag.com/index.php?id=17931&c=1","12/05/08 00:00:00","Music","Top 10"
2225,"Petfinder","http://blog.petfinder.com/petfinder/2008/12/04/the-most-popular-and-the-most/","12/05/08 00:00:00","miscellaneous","Most Popular Pet Names"
2226,"Candy Addict","http://candyaddict.com/blog/2008/12/05/the-14-most-awesomely-addictive-candies-of-2008/","12/05/08 00:00:00","Food","14 Most Awesomely Addictive Candies"
2228,"Grassroots Motorsports","http://grassrootsmotorsports.com/new-cars/bang-for-buck/","12/05/08 00:00:00","Automobiles","Best Bang for Your Buck"
2229,"Culture Bully","http://www.culturebully.com/the-top-10-music-videos-of-2008","12/05/08 00:00:00","Musicvideos","Top 10 Music Videos"
2230,"Economist","http://www.economist.com/books/displaystory.cfm?story_id=12719711","12/06/08 00:00:00","Books","Pick of the Pile"
2231,"Mashable","http://mashable.com/2008/12/06/2008-year-end-review/","12/07/08 00:00:00","Online","20 Key Web Events"
2232,"ReadWriteWeb","http://www.readwriteweb.com/archives/top_10_international_products_2008.php","12/07/08 00:00:00","Online","Top 10 International Web Products"
2233,"WebDesigner Wall","http://www.webdesignerwall.com/trends/best-of-css-design-2008/","12/07/08 00:00:00","Online","Best CSS Designs"
2234,"The Atlantic","http://www.theatlantic.com/doc/200812/books-of-the-year","12/07/08 00:00:00","Books","Best Books"
2235,"The Telegram","http://www.thetelegram.com/index.cfm?sid=192802&sc=85","12/07/08 00:00:00","Books","Canada's Best Food Books"
2236,"Lifehacker","http://lifehacker.com/5101972/most-underhyped-apps-of-2008","12/07/08 00:00:00","Tech","Most Underhyped Apps"
2237,"Global Language Monitor","http://www.languagemonitor.com/fashion","12/07/08 00:00:00","Fashion","Top Fashion Cities"
2238,"Tech Liberation","http://techliberation.com/2008/12/07/the-most-important-tech-policy-books-of-2008/","12/07/08 00:00:00","Tech","Most Important Tech Policy Books"
2239,"Global Language Monitor","http://www.languagemonitor.com/news/top-words-of-year031","12/07/08 00:00:00","Words","Top Words"
2240,"Global Language Monitor","http://www.languagemonitor.com/college-rankings","12/07/08 00:00:00","Education","Top Colleges"
2241,"Global Language Monitor","http://www.languagemonitor.com/hollywords","12/07/08 00:00:00","Film","Hollywordies"
2242,"Global Language Monitor","http://www.languagemonitor.com/hollywords/telewords","12/07/08 00:00:00","TV","Top Television Buzzwords"
2243,"Global Language Monitor","http://www.languagemonitor.com/politics","12/07/08 00:00:00","Politics","Top Political Buzzwords"
2244,"Global Language Monitor","http://www.languagemonitor.com/news/top-10-most-confusing-high-tech-buzzwords030","12/07/08 00:00:00","Tech","Most Confusing High Tech Buzzwords"
2245,"Entertainment Weekly (Stephen King)","http://www.ew.com/ew/gallery/0,,20243195,00.html","12/08/08 00:00:00","Music","Top 10 Albums"
2246,"G4's X-Play","http://www.g4tv.com/xplay/blog/post/691542/XPlays_Best_of_2008_Awards.html","12/08/08 00:00:00","Games","Best Games"
2247,"Time","http://www.time.com/time/specials/packages/0,28757,1852747,00.html","12/08/08 00:00:00","Tech","Best Inventions"
2248,"Guardian Observer","http://www.guardian.co.uk/music/2008/nov/30/best-albums-of-2008","12/08/08 00:00:00","Music","Best Albums"
2249,"Roger Ebert","http://rogerebert.suntimes.com/apps/pbcs.dll/article?AID=/20081205/COMMENTARY/812059997/1023","12/08/08 00:00:00","Film","Best Films of the Year"
2250,"Three Percent","http://www.rochester.edu/College/translation/threepercent/index.php?id=1482","12/08/08 00:00:00","Books","Best Translated Book of Fiction"
2251,"Idolator","http://idolator.com/5103876/80-08-and-heartbreak-announcing-idolators-year+end-extravaganza","12/08/08 00:00:00","Music","80 '08"
2252,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52780/","12/08/08 00:00:00","Film","Top Ten Films"
2253,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52740/","12/08/08 00:00:00","Architecture","The Year in Architecture"
2254,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52752/","12/08/08 00:00:00","Books","The Year in Books"
2255,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52765/","12/08/08 00:00:00","Music","The Year in Pop"
2256,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52750/","12/08/08 00:00:00","Dance","The Year in Classical & Dance"
2257,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52777/","12/08/08 00:00:00","Miscellaneous","The Year-End Mega-Matrix"
2258,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52737/","12/08/08 00:00:00","TV","The Year in TV"
2259,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52729/","12/08/08 00:00:00","Art","The Year in Art"
2260,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52755/","12/08/08 00:00:00","Theater","The Year in Theater"
2261,"Sasha Frere-Jones","http://www.sashafrerejones.com/2007/12/bumping.html","12/08/08 00:00:00","Music","Best Of"
2262,"Entertainment Weekly","http://www.ew.com/ew/gallery/0,,20243951,00.html","12/08/08 00:00:00","Television","Smartest People on Television"
2263,"Entertainment Weekly","http://www.ew.com/ew/article/0,,20244433,00.html","12/08/08 00:00:00","TV","Three Dumbest TV Moves"
2264,"Salon","http://www.salon.com/books/awards/2008/12/08/2008/index.html","12/08/08 00:00:00","Books","Book Awards"
2265,"Times of London","http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/music/article5293605.ece","12/08/08 00:00:00","Music","100 Best Records"
2266,"MP3 Hugger","http://mp3hugger.com/2008/12/top-42-songs-of-2008.html","12/08/08 00:00:00","Music","Top 42 Songs"
2267,"The Atlantic","http://www.theatlantic.com/doc/200812/books-of-the-year","12/08/08 00:00:00","Books","Books of the Year"
2268,"NPR","http://www.npr.org/templates/story/story.php?storyId=97636274","12/08/08 00:00:00","Comics","Best Graphic Novels"
2269,"Piccadilly Records","http://www.piccadillyrecords.com/index.php?url=http://www.piccadillyrecords.com/ver2//genreFeature.php&&ftcode=540&genre=0&pageno=1","12/08/08 00:00:00","Music","Top 100"
2270,"Women Folk","http://womenfolk.net/archives/2008/womenfolks-top-10-albums-of-2008/","12/08/08 00:00:00","Music","Top 10 Albums"
2271,"Guardian Observer","http://www.guardian.co.uk/music/musicblog/2008/dec/06/popandrock1","12/08/08 00:00:00","Music","Top 10 Tracks"
2272,"The Ecnonomist","http://www.economist.com/books/displaystory.cfm?story_id=12719711","12/08/08 00:00:00","Books","Best Books"
2273,"New York Times","http://www.nytimes.com/2008/12/07/books/review/Crime-t.html?_r=1","12/08/08 00:00:00","Books","Notable Crime Fiction"
2274,"Washington Post","http://www.washingtonpost.com/wp-srv/artsandliving/features/2008/holiday-guide/gifts/best-books-of-2008/","12/08/08 00:00:00","Books","Best Books"
2275,"Washington Post","http://www.washingtonpost.com/wp-dyn/content/article/2008/12/04/AR2008120402952.html","12/08/08 00:00:00","Books","Best Books - Jonathan Yardley"
2276,"Financial Times","http://www.ft.com/cms/s/0/60cede40-c14d-11dd-831e-000077b07658,dwp_uuid=950b68bc-abf5-11dd-aa46-000077b07658.html","12/08/08 00:00:00","Books","Year in Reading: Fiction"
2277,"Financial Times","http://www.ft.com/cms/s/0/6554fc4e-c150-11dd-831e-000077b07658,dwp_uuid=950b68bc-abf5-11dd-aa46-000077b07658.html","12/08/08 00:00:00","Books","Year in Reading: Non-Fiction"
2278,"Booklist","http://booklistonline.com/default.aspx?page=show_product&pid=3170993","12/08/08 00:00:00","Books","Top 10 Sci-Tech Books"
2279,"Drowned in Sound","http://drownedinsound.com/news/4135935","12/08/08 00:00:00","Music","Top 8 Tracks"
2280,"About.com","http://altmusic.about.com/od/top10lists/tp/albums-of-2008.htm","12/08/08 00:00:00","Music","Top 20 Albums"
2281,"About.com","http://rock.about.com/od/top10lists/tp/albums2008.htm","12/08/08 00:00:00","Music","Top Albums"
2282,"Pitchfork","http://www.pitchforkmedia.com/article/feature/147517-the-year-in-photos-2008","12/08/08 00:00:00","Photos","The Year in Photos"
2283,"BBC","http://news.bbc.co.uk/2/hi/entertainment/7758169.stm","12/08/08 00:00:00","Music","Sound of 2009"
2284,"Gorilla vs. Bear","http://gorillavsbear.blogspot.com/2008/12/gorilla-vs-bears-songs-of-2008.html","12/08/08 00:00:00","Music","Best Songs"
2285,"Chicago Metromix","http://chicago.metromix.com/music/article/best-songs-of-2008/815425/content","12/08/08 00:00:00","Music","Best Songs"
2286,"Guardian Observer","http://www.guardian.co.uk/music/2008/dec/07/bon-iver-coldplay-best-albums","12/08/08 00:00:00","Music","Top 50 Albums"
2287,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864324,00.html","12/08/08 00:00:00","Music","Top 10 Albums"
2288,"New York Magazine","http://nymag.com/arts/cultureawards/2008/52771/","12/08/08 00:00:00","Comics","Top Ten Graphic Novels"
2289,"All Music","http://blog.allmusic.com/2008/12/9/allmusics-favorite-rock-albums-of-2008/","12/09/08 00:00:00","Music","Favorite Rock Albums"
2290,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863163,00.html","12/10/08 00:00:00","Design","Top 10 Magazine Covers"
2291,"Foreign Policy","http://www.foreignpolicy.com/top10-2008/index.html","12/10/08 00:00:00","Media","Top 10 Stories You Missed"
2292,"Cartoon Brew","http://www.cartoonbrew.com/ideas-commentary/cartoon-brew-2008-favorites-amids-picks","12/10/08 00:00:00","Comics","Favorite Animations"
2293,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1855958,00.html","12/10/08 00:00:00","Religion","Top 10 Religion Stories"
2294,"Christianity Today","http://www.christianitytoday.com/ct/special/toptennews2008.html","12/10/08 00:00:00","Religion","Top News Stories"
2295,"Pantone","http://fontfeed.com/archives/pantone-selects-colour-of-the-year-for-2009/","12/10/08 00:00:00","Design","Colour of the Year"
2296,"Pitchfork","http://www.pitchforkmedia.com/node/147930","12/10/08 00:00:00","Design","20 Worst Album Covers"
2297,"Google","http://www.google.com/intl/en/press/zeitgeist2008/index.html","12/10/08 00:00:00","Words","Zeitgeist"
2298,"New York Film Critics","http://www.nyfcc.com/awards.php?year=2008","12/10/08 00:00:00","Film","Film Awards"
2299,"The Onion","http://www.avclub.com/content/feature/the_best_music_of_2008","12/10/08 00:00:00","Music","Best Music"
2300,"CrazyMonk","http://crazymonk.org/top-20-albums-2008","12/11/08 00:00:00","Music","Top 20 Albums"
